pmid,pmcid,evidence_id,section,paragraph_number,citation_label,text,used_in_summary
34445366,8395394,E62,Body,51,"Body, para. 51",The clinical samples available for biomarker measurements are:,False
34445366,8395394,E63,Body,52,"Body, para. 52","Although cytological examination of sputum is a helpful screening tool for early diagnosis of lung cancer, peripheral tumors, such as adenocarcinomas arising from the smaller airways, can be missed.",False
34445366,8395394,E64,Body,53,"Body, para. 53","PCR techniques have been used for the possible detection of molecular biomarkers for early lung cancer. This was highlighted in a study performed on 15 patients from a project called The Johns Hopkins Lung Project (JHLP) [ 31 , 62 ]. In this study, approximately 50% of the recruited patients ( n = 15) with adenocarcinoma or large-cell carcinoma were detected by mutations in sputum cells before the clinical diagnosis (1–13 months) when traditional methods would have probably missed them.",False
34445366,8395394,E65,Body,54,"Body, para. 54","Another gene of interest is the p16 gene, commonly inactivated or mutated in lung cancer [ 63 ]. The measurement of hypermethylation of the CpG islands in the sputum of lung cancer patients demonstrated a high correlation with early stages of NSCL cancer, suggesting that p16 CpG hypermethylation could be helpful in the early diagnosis of lung cancer.",False
34445366,8395394,E66,Body,55,"Body, para. 55","The potential use of plasma microRNAs (miRNAs) as novel biomarkers for early detection of lung cancer has been studied. miRNA biomarkers also have the potential for lung cancer screening and early detection. These are non-coding RNAs with a length of 22 nucleotides targeting specific regions or mRNA sequences, usually found in the 3′ untranslated regions of mRNA, which either prevent translation or promote mRNA degradation and lead to down-regulation of particular genes. Being more stable than mRNA, miRNA used as a marker for lung cancer risk or diagnosis is more practical for clinical application.",False
34445366,8395394,E67,Body,56,"Body, para. 56","Studies have shown that these miRNAs differentially circulate in plasma samples of lung cancer patients. These miRNAs include miR-155, miR-197, and miR-182, which have demonstrated high specificity and sensitivity to discriminate all cancer stages, including stage I of lung cancer, from cancer-free controls. Once validated in a large-scale clinical trial, these markers may be used as a non-invasive confirmatory screening test complementary to the LDCT screening procedure and used as a clinical test for monitoring and clinical follow-up of patients with lung cancer [ 61 ].",False
34445366,8395394,E68,Body,57,"Body, para. 57","Several studies have explored the utility of miRNA-based biomarkers in sputum samples. miRNA profiles in the sputum could be used to identify NSCLC. More recently, studies were also able to identify and distinguish miRNA profiles that could be used in the early detection of SCC or adenocarcinoma. For example, an SCC signature of three miRNAs diagnosed the presence of a stage I SCC in patients’ sputum. The adenocarcinoma signature composed of four miRNAs detected no overlap between the two signatures in sputum in patients with stage I adenocarcinoma. Seven different miRNAs were identified in these two signatures, and these miRNAs could be used as risk factors for lung cancer. In bronchial tissue studies profiling miRNA in pre-malignant airway lesions, 69 miRNA were found to evolve in high-risk patients from a pre-invasive stage to a higher stage in the multistep process of lung carcinogenesis [ 64 ].",False
34445366,8395394,E69,Body,58,"Body, para. 58","Although airway miRNA expression may serve as an early detection biomarker, it is limited to bronchial biopsies of pre-malignant airway lesions [ 65 ].",False
34445366,8395394,E70,Body,59,"Body, para. 59",microRNA and methylome in plasma or urine.,False
34445366,8395394,E71,Body,60,"Body, para. 60","Routine cytopathological analysis of bronchoalveolar lavage (BAL) specimens has been used as a common diagnosis over the years. Currently, BAL is another specimen sample where the use of molecular biomarkers for early diagnosis is exploited. BAL involves the infusion and respiration of a sterile saline solution in distal segments of the lung via a fiberoptic bronchoscope. Molecular markers including p53 mutations, KRAS mutation, the methylation status of the CpG island of the p16 gene, and microsatellite alteration were studied in BAL samples. In addition, a study examined a series of 50 resected NSCLC tumor patients and compared the tumors and BALs concerning those molecular biomarkers. With the possible exception of the test for microsatellite alteration, all trials had relatively high sensitivity, detecting mutant cells in the presence of a significant excess of normal cells. The results showed that p53 mutations were predominant in squamous cell tumors, whereas the KRAS mutations were predominant in adenocarcinoma tumors. Except for microsatellite alterations, the exact genetic change in the BAL sample as in tumors was always found. Unfortunately, small, peripherally located tumor results were the least specific, representing tumors where early intervention would be of great value. Further studies using these markers are necessary to apply to populations with increased risk, such as smokers without lung cancer and survivors of previous cancer [ 66 ].",False
34445366,8395394,E72,Body,61,"Body, para. 61","As discussed before, the limited accessibility of lung carcinomas has led to efforts to identify tumor-associated soluble markers in more accessible and non-invasive samples like serum or plasma. With the development of DNA technologies and the use of PCR techniques able to detect nanogram quantities of DNA circulating in the blood, it was found that the plasma and serum of cancer patients are enriched four times in DNA compared to free DNA from normal controls [ 67 ].",False
34445366,8395394,E73,Body,62,"Body, para. 62","A comparison of microsatellite alterations in tumor and plasma DNAs was made in SCLC patients. Results showed that 93% of the patients with microsatellite alterations in tumor DNA also showed modifications in the plasma DNA [ 68 ]. These results suggest that modifications of circulating DNA can be used as an early detection biomarker. Another type of modification in circulating DNA is related to aberrant DNA methylation. The hypermethylated DNA was found in all cancer stages, opening up the possibility of an early lung cancer detection marker. Other gene mutations like p53 and RAS gene mutations settled as markers in the plasma and serum of patients of other cancers like colorectal and pancreatic malignancies have not yet been established in lung cancer [ 47 ]. In addition, gene-expression alterations in circulating white blood cells have been identified in lung tumors.",False
34445366,8395394,E74,Body,63,"Body, para. 63","Although the identification of a gene-expression biomarker in the blood is desirable by measuring mRNAs in the blood, studies have been relatively limited because of RNA degradation, restricting the use of blood-based transcriptomic biomarkers for early detection of lung cancer. For instance, a study analyzed gene expression in peripheral blood mononuclear cell samples of smokers with histologically diagnosed NSCLC tumors [ 69 ], and identified a signature of 29 genes that separate patients with and without lung cancer. Another study analyzed gene expression of lung tissue using serum RNA in whole peripheral blood collected using PAXgene blood RNA tubes. The study included patients with adenocarcinoma and controls to identify differential expression patterns of lung cancer genes that could be tested in blood to improve the identification of risky patients in the future. They showed that RNA-stabilized whole-blood samples could potentially be developed into a gene-expression-based classifier to discriminate between NSCLC patients and controls [ 67 , 70 ].",False
34445366,8395394,E75,Body,64,"Body, para. 64","The stability of miRNA is attractive to explore because of its potential use as a blood biomarker for the early detection of lung cancer. Previous studies showed the applicability of miRNA in cancer diagnosis. For instance, a panel of seven miRNAs was differentially expressed in patients with cancer, as demonstrated by ultra-deep sequencing of blood samples from 10 patients with NSCLC and 10 healthy controls [ 71 ]. These results showed that miRNA signatures that predict lung cancer development and prognosis were identified.",False
34445366,8395394,E76,Body,65,"Body, para. 65","When miRNA was analyzed in parallel to oncogene mutations, a better predictive occurrence of cancer was observed after finding a signature of six miRNA specific for lung cancer [ 72 ]. This finding is important because it connects a potential link between genetic damage and postgenomic control generated by the miRNA mechanism. This analysis is non-invasive, and both the miRNA and the oncogene mutations can be detected in the same sample. Moreover, deciphering oncogenic mutations, which might represent an individual signature, could be applied in the development of a personalized medicine in cancer prevention.",False
34445366,8395394,E77,Body,66,"Body, para. 66","In summary, the use of miRNA is still questionable as more studies should demonstrate its applicability as a diagnosis of lung cancer.",False
34445366,8395394,E78,Body,67,"Body, para. 67","The ELISA-based method for detecting the open reading frame 1 protein (ORF1p) in serum biomarkers can be used to identify patients at high risk of developing lung cancer based on LDCT findings. As such, ORF1p quantification in serum may provide a minimally invasive technique that can complement current lung cancer screening with LDCT [ 73 ].",False
34445366,8395394,E79,Body,68,"Body, para. 68","Urine is seldom examined in the search for biomarkers. However, urine shows potential for use as a biomarker of lung cancer. Different analytes, such as a signature of volatile organic compounds (VOCs) and proteomic analyses, have been proposed as potential biomarkers for lung cancer diagnosis.",False
34445366,8395394,E80,Body,69,"Body, para. 69","In the case of the VOC signature, it is expected that each individual would develop a unique signature. A study that aimed to assess the feasibility of VOC measurement to find biomarkers recruited patients with various lung cancer types. Urine samples were collected and analyzed using a urine cartridge sensor with an array of 73 spots [ 74 ]. Results showed that accuracies with sensitivities and specificities varied, with values of 36–95.5% and 60–97.6, respectively. These variations were obtained when different cancers were compared to the controls [ 74 ]. Although VOCs are very promising, more studies are necessary to validate the test for clinical. Moreover, it is clear that the VOC signature will fluctuate according to the phenotype of the individual as well as the diet and ethnic group. Thus, all these factors would have a direct effect on the baseline of the VOCs. Another limitation of the study is the sample size, but preliminary results are encouraging.",False
34445366,8395394,E81,Body,70,"Body, para. 70","Another recently evaluated test is the conversion of the antiviral FDA-approved drug amantadine. It has been reported that the drug amantadine is acetylated by the enzyme spermine spermidine N 1 -acetyltransferase or SSAT-1 [ 75 ], and the levels of acetylated amantadine can be detected in urine samples as the acetylated product is not catalyzed anymore [ 76 ]. SSAT-1 is an enzyme upregulated in lung cancer, probably because of its function in the cell cycle [ 77 ]. The amantadine test is simple, and an individual is required to consume the amantadine pill and provide a urine sample (time = 0). After 2 h, a second urine sample is collected (time = 2 h). The measurement of acetyl amantadine levels in urine can be used to indicate the progress of cancer, and it is non-invasive (urine sample), simple, with clinical applicability for lung cancer diagnosis. For example, a receiver operating characteristic analysis showed an area under the curve = 0.689 when comparing lung cancer patients vs. healthy controls [ 76 ] in a clinical trial. Thus, the levels of acetylated amantadine could be used as a helpful and straightforward screening test for early diagnosis of lung cancer [ 75 , 78 , 79 , 80 ]. Other applications could be monitoring individuals working with carcinogenetic materials (e.g., asbestos), smokers, high-risk populations, and monitoring cancer recurrence after therapy.",False
34445366,8395394,E82,Body,71,"Body, para. 71","Recently, the potential use of extracellular vesicles was proposed [ 81 ]. These vesicles were isolated from different body fluids, including urine, BAL, and serum of mice. The EpCAM levels were measured in these vesicles, as this protein has a role in tumorigenesis as a cell-cell adhesion mediator [ 82 ]. When mice were subjected to smoking, an increase in the vesicle concentration in BAL was observed, suggesting that the detection of vesicles in different body fluids might be potentially applicable for an early diagnosis of lung cancer. However, it is noteworthy that vesicles have not been tested in humans, and more studies should be performed for the validation of the test.",False
34445366,8395394,E83,Body,72,"Body, para. 72","Metabolomics data have the advantage of providing information on the levels of metabolites that can characterize the stage of the disease. Recently, the application of metabolomics for predicting cancer development has been reported in different fluids, such as serum, sputum, urine, and sweat, with promising results [ 83 , 84 , 85 , 86 , 87 ].",False
34445366,8395394,E84,Body,73,"Body, para. 73","Metabolomic studies using serum showed that the discriminating metabolites aspartic acid and pyruvic acid differentiated individuals with lung cancer from healthy controls [ 84 ]. However, another study showed a different set of discriminating metabolites, such as glycerophospho-β-arachidonoyl ethanolamine and sphingosine with sensitivities and specificities of 77% and 93%, and 97% and 90%, respectively [ 86 ].",False
34445366,8395394,E85,Body,74,"Body, para. 74","When sputum was analyzed to discriminate lung cancer patients from healthy controls, the metabolites cardiolipin (derivatives), hexanal, cysteic acid, and hydroxypyruvic acid were significant, with AUC ranging between 0.81–1.0 [ 83 ]. In sweat analysis, the trisaccharide MG (22:2), nonanedioic acid, and unidentified tetrahexose and trihexose showed sensitivities and specificities of 80% and 79%, which were calculated with a false-positive and -negative factor of approximately 20% [ 85 ].",False
34445366,8395394,E86,Body,75,"Body, para. 75","Lastly, hypothesizing that the level of SSAT-1 increased in lung cancer and taking into consideration that this enzyme is involved in the polyamine metabolism [ 88 ], it is reasonable to assess the polyamine pathways fluctuations. Thus, a panel of six metabolites corresponding to the polyamine pathway discriminated lung cancer patients from healthy controls with an area under the curve (AUC) = 0.97 [ 87 ]. Interestingly, an AUC >0.9 was measured when liquid biopsies corresponding to the early stage of NSCLC were assessed using five metabolites. These data allowed for the differentiation of stages I and II from healthy controls [ 89 ].",False
34445366,8395394,E87,Body,76,"Body, para. 76","Although metabolomics is an emergent field in cancer diagnosis, more studies should be implemented to validate its use consistently. Many factors might contribute to heterogenic results when comparing metabolomics in the same fluid. Some of the fluctuations might originate from the time of sampling, daily changes of the metabolites, methods used for the analysis, including variations in the commercial kits or in-house analysis, stage of the lung cancer, and the individual size of the study. Taken together, the validation of metabolomics requires confirmatory studies for its use in clinical diagnosis.",False
34445366,8395394,E88,Conclusion,1,"Conclusion, para. 1","The early diagnosis of lung cancer remains a challenge because most of the available techniques and methodologies currently in use can detect cancer in advanced stages when treatment and a cure may not be efficient to control the disease. Thus, although significant progress happened over the last years, early diagnosis is still not accurate.",False
34445366,8395394,E89,Conclusion,2,"Conclusion, para. 2","Lung cancer is mainly diagnosed by bronchoscopy and biopsies. In the case of bronchoscopy, it appears that the experience of the bronchoscopist is crucial for an accurate diagnosis. Although bronchoscopy is a minimally invasive technique with discomfort for the patients, complications can arise, especially if biopsies are taken from the suspicious tissue. Then, screening for early lung cancer development is required for an early therapy that can improve the outcome of the disease.",False
34445366,8395394,E90,Conclusion,3,"Conclusion, para. 3","In recent years, the search for biomarkers in human fluids has been an attractive methodology that has progressed in the right way. For instance, studies have shown that sputum, blood, and urine samples can answer the demand for biomarkers. Most of the published biomarkers are detected by PCR, metabolomics, or by other molecular biology techniques that will provide fast results for early intervention. In addition, the use of urine samples has proven that the detection of a metabolite in lung cancer is feasible, and it can be performed in a matter of hours.",True
34445366,8395394,E91,Conclusion,4,"Conclusion, para. 4","In summary, we believe that the trend in the development of more reliable tests for early diagnosis of lung cancer should be focused on biomarker discovery that will alleviate the discomfort of the patients, as well as the burden for the health authorities, as the techniques and methodologies currently in use are expensive.",False
34511114,8436438,E1,Abstract,1,"Abstract, para. 1","As an important medium of intercellular communication, exosomes play an important role in information transmission between tumor cells and their microenvironment. Tumor metastasis is a serious influencing factor for poor treatment effect and shortened survival. Lung cancer is a major malignant tumor that seriously threatens human health. The study of the underlying mechanisms of exosomes in tumor genesis and development may provide new ideas for early and effective diagnosis and treatment of lung cancer metastasis. Many studies have shown that tumor-derived exosomes promote lung cancer development through a number of processes. By promoting epithelial–mesenchymal transition of tumor cells, they induce angiogenesis, establishment of the pretransfer microenvironment, and immune escape. This understanding enables researchers to better understand the mechanism of lung cancer metastasis and explore new treatments for clinical application. In this article, we systematically review current research progress of tumor-derived exosomes in metastasis of lung cancer. Although positive progress has been made toward understanding the mechanism of exosomes in lung cancer metastasis, systematic basic research and clinical translational research remains lacking and are needed to translate our scientific understanding toward applications in the clinical diagnosis and treatment of lung cancer metastasis in the near future.",True
34511114,8436438,E2,Body,1,"Body, para. 1","Tumor-derived exosomes promote lung cancer development through a number of processes. In this article, we systematically review the current research progress of tumor-derived exosomes in metastasis of lung cancer. These findings about exosomes in tumor genesis and development may provide new ideas for diagnosis and treatment of lung cancer metastasis.",True
34511114,8436438,E3,Body,2,"Body, para. 2",Tumor-derived exosomes promote lung cancer development through a number of processes.,False
34511114,8436438,E4,Body,3,"Body, para. 3","In this article, we systematically review the current research progress of tumor-derived exosomes in metastasis of lung cancer.",True
34511114,8436438,E5,Body,4,"Body, para. 4",These findings about exosomes in tumor genesis and development may provide new ideas for diagnosis and treatment of lung cancer metastasis.,False
34511114,8436438,E6,Introduction,1,"Introduction, para. 1","Extracellular vesicles (EVs) are lipid bilayer-enclosed extracellular structures which can be formed by outward budding of the plasma membrane or by an intracellular endocytic trafficking pathway involving fusion of multivesicular late endocytic compartments with the plasma membrane. These fusion events result in the extracellular release of the intraluminal vesicles of these compartments, generating a subtype of EVs termed ‘exosomes’ [ 1 ]. Information transmission between tumor cells and various cells in the microenvironment plays an important role in tumor metastasis, and exosomes are one of the important mediums of intercell communication [ 1 , 2 ]. Exosomes are vesicles with a diameter of 30–100 nm secreted by different types of cells [ 3 ]. They carry many kinds of substances, such as lipids, nucleic acids, and proteins, and are widely distributed in body fluids, including urine, plasma, lavage fluid, serosal effusion, and cerebrospinal fluid [ 4 ]. Exosomes have important roles in multiple physiological and pathological processes, exerting biological functions. On the one hand, they are necessary to maintain normal physiological responses. On the other hand, in the pathological state, especially in the tumor environment, they promote carcinogenesis, proliferation, migration, invasion, immunosuppression, and angiogenesis as well as reshape the microenvironment [ 5 ].",True
34511114,8436438,E7,Introduction,2,"Introduction, para. 2","In recent years, the study of exosomes in tumor has received enormous interest. Exosomes contain bio-macromolecules to participate in information exchange between cells [ 6 ]. They can increase the invasion ability of tumor cells and promote tumor metastasis, which has become a research hotspot in the field of cancer recently [ 7 , 8 ]. Different types of tumor cells secrete different exosome contents. Additionally, factors affecting cell homeostasis, such as a hypoxic microenvironment, survival pressure, and chemotherapy drugs, induces tumor cells to secrete exosomes [ 9 , 10 ]. Therefore, the volume of exosomes secreted by tumors is much higher than that of normal cells. Although the role of most exosomal compounds in cancer is unclear, previous studies have shown that tumor-derived exosomes promote tumor growth and metastasis by inducing epithelial–mesenchymal transformation (EMT) of tumor cells. They also promote angiogenesis, the transformation of cancer-associated fibroblasts, immunosuppression, and formation of a premetastatic microenvironment by acting on stromal cells in the microenvironment [ 11 – 15 ].",False
34511114,8436438,E8,Introduction,3,"Introduction, para. 3","Several studies have shown that differential expression of exosome contents is closely related to lung cancer metastasis, playing an important role in the multilink and multistep process [ 16 , 17 ]. The multiple mechanisms of tumor-derived exosomes promoting cancer metastasis are mainly summarized in Fig. 1 . The abscission of cancer cells is essentially a manifestation of increased migration and invasion of tumor cells. Compared with those in healthy people, exosomes are more abundant in circulating body fluids of patients with lung cancer. A number of studies have found that exosomes promote the occurrence and development of lung cancer by promoting the formation of the lung cancer microenvironment, increasing the ability of tumor cell invasion and metastasis, mediating tumor immunosuppression, and participating in chemo-radiotherapy resistance [ 18 ]. The study of the underlying mechanisms of exosomes in tumor genesis and development may provide new ideas for early and effective diagnosis and treatment of lung cancer metastasis. Therefore, in this article, the relevant research status of the role of exosomes in lung cancer migration and invasion, immunosuppression and escape, angiogenesis, and other processes is reviewed. Fig. 1 Tumor-derived exosomes promote cancer metastasis. Tumor-derived exosomes through multiple mechanisms participate in cancer metastasis by reshaping the tumor microenvironment; promoting cellular epithelial–mesenchymal transformation (EMT); promoting cell proliferation, inhabiting apoptosis; immunosuppression; promoting hematogenous metastasis and angiogenesis of metastasitic tumor to promote cancer metastasis",True
34511114,8436438,E9,Introduction,4,"Introduction, para. 4","Many studies have confirmed that lung cancer cell-derived exosomes have an important biological role in distant metastasis of lung cancer by promoting the EMT process in normal epithelial cells. Additionally, mesenchymal stem cells (MSCs), cancer stem cells (CSCs) and other exosome-producing cells can promote the EMT process of cells (summarized in Table 1 ). Table 1 Exosomes related with lung cancer metastasis by EMT Cancer type Exosomes source Related genes or pathway Tissues and/or cells Experimental data Function Refs Lung cancer Cell culture fluid SNAI1 Lung cancer cells Promote cells EMT by CAFs deliver SNAI1 to recipient cancer cells via exosomes Promote EMT [ 19 ] Lung cancer (NSCLC) Cell culture fluid ZEB1 HBEC cell model Exosomes transfer chemoresistance and mesenchymal phenotypes to recipient cells. Promote EMT [ 20 ] Lung cancer (NSCLC) Cell culture fluid TRAF4 Lung fibroblasts By stabilize NOX complex to promote the proliferation and EMT of NSCLC cells Promote EMT [ 21 ] Lung cancer Cell culture fluid TGF-β1; Smad2/3; Akt/GSK-3β/β-catenin; NF-κB; ERK; JNK and p38 MAPK MSCs Promotes EMT, invasion, and migration; enhance the anti-proliferation and pro-apoptotic effect of MSCs on lung cancer cells Promote EMT [ 22 ] Lung cancer Cell culture fluid TGF-β1; specific miRNAs of exosomes Lung cancer cells (A549 and H1299 cells) Promote migration, invasion and expression of mesenchymal markers in the recipient cells Promote EMT [ 23 ] Lung cancer Hypoxic BMSCs fluid miR-193a-3p; miR-210-3p; miR-5100; STAT3 signaling Lung cancer cells Exosomes miRNAs activate STAT3 signaling pathway Promote EMT [ 24 ] Lung cancer Cell culture fluid miR-210-3p; FGFRL1 Lung CSCs Promotes EMT, and through miR-210-3p combining FGFRL1 enhance the metastatic ability of lung cancer cells Promote EMT, [ 25 ] Lung cancer Cell culture fluid; Serum Lung cancer cells and human late stage lung cancer serum Promote EMT Promote EMT [ 26 ] Abbreviations : BMSCs Bone marrow-derived mesenchymal stem cells, CAFs Cancer-associated fibroblasts, CSCs Cancer stem cells, EMT Epithelial-mesenchymal transition, FGFRL1 Fibroblast growth factor receptor-like 1, MSCs Mesenchymal stem cells, NSCLC Non-small cell lung cancer",False
34511114,8436438,E10,Introduction,5,"Introduction, para. 5","EMT is an important part of the biological process of tumor metastasis. Cancer-associated fibroblasts (CAFs) contain SNAI1 , which is delivered to recipient lung cancer cells via exosomes of CAFs to promote EMT. The level of SNAI1 in exosomes is critical for EMT induction in lung cancer cells [ 19 ]. Exosomes from lung cancer mesenchymal cells contain ZEB1 mRNA, which increases the expression of the EMT major transcription factor ZEB1 in recipient cells through the transfer of ZEB1 in exosomes, promoting its transformation from epithelial cells to mesenchymal phenotypes and transferring chemotherapeutic resistance to bronchial epithelial cells [ 20 ]. TRAF4 in normal fibroblasts surrounding non-small cell lung cancer (NSCLC) cells that can promote their proliferation and EMT. TRAF4 mediates phosphorylated p47-phox to form complexes with NOX2 or NOX4, which increase reactive oxygen species level in vivo and enter the cytoplasm, leading to NF-κB-mediated upregulation of ICAM1 in NSCLC cells [ 21 ].",False
34511114,8436438,E11,Introduction,6,"Introduction, para. 6","MSCs derived from human umbilical cord can promote EMT and invasion and migration of lung cancer cells, inhibit cell proliferation, and promote cell apoptosis. TGF-β1 expression in MSCs enhances the role of MSCs in promoting EMT and enhances antiproliferative and proapoptotic effects of MSCs on lung cancer cells through MSC-derived exosomes [ 22 ].",False
34511114,8436438,E12,Introduction,7,"Introduction, para. 7","Furthermore, specific exosomal microRNAs (miRNAs), including miR-193A-3p, miR-210-3p, and miR-5100, are also involved in promoting EMT of epithelial cells by exosomes. The miRNA profile of exosomes may be altered after cellular EMT, and these exosomal miRNAs may in turn promote EMT and the migration and invasion of cancer cells [ 23 ]. Therefore, miRNAs specifically expressed in exosomes are associated with EMT and metastasis and may serve as new biomarkers for the EMT process in lung cancer. Bone marrow-derived mesenchymal stem cell (BMSC)-derived exosomal miRNAs, including miR-193A-3p, miR-210-3p, and miR-5100, transferred to epithelial cancer cells under hypoxia promote lung cancer cell invasion and EMT by activating the STAT3 signaling pathway and increasing the expression of mesenchymal-related molecules [ 24 ]. Similarly, exosomes derived from lung CSCs promote EMT, migration, and invasion of lung cancer cells by upregulating the expression levels of N-cadherin, Vimentin, MMP-9, and MMP-1, and downregulating the expression of E-cadherin. Exosome-miR-210-3p also promotes lung cancer metastasis by binding FGFRL1 and downregulating its expression [ 25 ].",False
34511114,8436438,E13,Introduction,8,"Introduction, para. 8","In a study on the effects of exosomes derived from human lung cancer serum, highly metastatic cells, and nonmetastatic cells on recipient human bronchial epithelial cells (HBECs), they found that exosomes from highly metastatic lung cancer cells and serum from patients with advanced lung cancer induce Vimentin expression and EMT in HBECs. The results also confirmed that exosomes from highly metastatic cancer cells and advanced lung cancer serum induce migration, invasion, and proliferation of noncancer receptor cells [ 26 ]. Thus, cancer-derived exosomes can be a potential mediator of EMT in recipient cells.",False
34511114,8436438,E14,Introduction,9,"Introduction, para. 9","Inhibition of EMT process in recipient cells may be an effective treatment for lung cancer metastasis. Targeting specific genes (such as SNAI1, ZEB1, miR-193A-3p, miR-210-3p, etc.) in these tumor-associated exosomes can effectively inhibit the exosome pathway to promote lung cancer metastasis, which may provide a new method for the prevention and treatment of lung cancer metastasis. Based on the important findings of the above studies, how to inhibit EMT specifically and effectively to block lung cancer metastasis as well as how to conduct clinical research and translate it into clinical practice are important questions that will need to be addressed in key future research.",False
